step,body,x,y,z,energy
168,0,3.292110e+03,1.341369e+02,0.000000e+00,-2.651525e+33
168,1,1.485035e+11,1.807348e+10,0.000000e+00,-2.651525e+33
169,0,3.331136e+03,1.365241e+02,0.000000e+00,-2.651527e+33
169,1,1.484906e+11,1.817989e+10,0.000000e+00,-2.651527e+33
170,0,3.370392e+03,1.389393e+02,0.000000e+00,-2.651528e+33
170,1,1.484775e+11,1.828629e+10,0.000000e+00,-2.651528e+33
171,0,3.409877e+03,1.413829e+02,0.000000e+00,-2.651529e+33
171,1,1.484643e+11,1.839269e+10,0.000000e+00,-2.651529e+33
172,0,3.449591e+03,1.438549e+02,0.000000e+00,-2.651531e+33
172,1,1.484511e+11,1.849907e+10,0.000000e+00,-2.651531e+33
173,0,3.489533e+03,1.463555e+02,0.000000e+00,-2.651532e+33
173,1,1.484378e+11,1.860545e+10,0.000000e+00,-2.651532e+33
174,0,3.529705e+03,1.488850e+02,0.000000e+00,-2.651533e+33
174,1,1.484244e+11,1.871181e+10,0.000000e+00,-2.651533e+33
175,0,3.570106e+03,1.514433e+02,0.000000e+00,-2.651535e+33
175,1,1.484110e+11,1.881817e+10,0.000000e+00,-2.651535e+33
176,0,3.610736e+03,1.540308e+02,0.000000e+00,-2.651536e+33
176,1,1.483974e+11,1.892452e+10,0.000000e+00,-2.651536e+33
177,0,3.651595e+03,1.566476e+02,0.000000e+00,-2.651537e+33
177,1,1.483838e+11,1.903085e+10,0.000000e+00,-2.651537e+33
178,0,3.692683e+03,1.592938e+02,0.000000e+00,-2.651539e+33
178,1,1.483701e+11,1.913718e+10,0.000000e+00,-2.651539e+33
179,0,3.733999e+03,1.619697e+02,0.000000e+00,-2.651540e+33
179,1,1.483564e+11,1.924350e+10,0.000000e+00,-2.651540e+33
180,0,3.775545e+03,1.646753e+02,0.000000e+00,-2.651542e+33
180,1,1.483425e+11,1.934980e+10,0.000000e+00,-2.651542e+33
181,0,3.817319e+03,1.674108e+02,0.000000e+00,-2.651543e+33
181,1,1.483286e+11,1.945610e+10,0.000000e+00,-2.651543e+33
182,0,3.859322e+03,1.701765e+02,0.000000e+00,-2.651544e+33
182,1,1.483146e+11,1.956239e+10,0.000000e+00,-2.651544e+33
183,0,3.901554e+03,1.729724e+02,0.000000e+00,-2.651546e+33
183,1,1.483006e+11,1.966866e+10,0.000000e+00,-2.651546e+33
184,0,3.944015e+03,1.757987e+02,0.000000e+00,-2.651547e+33
184,1,1.482864e+11,1.977493e+10,0.000000e+00,-2.651547e+33
185,0,3.986705e+03,1.786556e+02,0.000000e+00,-2.651548e+33
185,1,1.482722e+11,1.988119e+10,0.000000e+00,-2.651548e+33
186,0,4.029623e+03,1.815433e+02,0.000000e+00,-2.651550e+33
186,1,1.482579e+11,1.998743e+10,0.000000e+00,-2.651550e+33
187,0,4.072771e+03,1.844619e+02,0.000000e+00,-2.651551e+33
187,1,1.482435e+11,2.009367e+10,0.000000e+00,-2.651551e+33
